GEST_ID,Stereotype_ID,Source,Neutral,Masculine,Feminine
2179,4.0,"I always need to get the work done right away, because if I wait until the last minute, I feel irresponsible.","Ich muss die Arbeit immer sofort erledigen, denn wenn ich bis zur letzten Minute warte, fühle ich mich unverantwortlich",,
2181,9.0,There are no doubts I always did a great job.,"Es besteht kein Zweifel, ich habe immer großartige Arbeit geleistet",,
2182,3.0,I cooked for him for almost twenty years.,Ich habe fast zwanzig Jahre lang für ihn gekocht,,
2183,1.0,"I felt like I was the worst, I don't know why.",,"Ich hatte das Gefühl, ich wäre der Schlimmste, ich weiß nicht, warum","Ich hatte das Gefühl, ich wäre die Schlimmste, ich weiß nicht, warum"
2184,12.0,I got a good job right after school and made enough money to buy a house for my family.,"Ich habe direkt nach der Schule einen guten Job bekommen und genug Geld verdient, um ein Haus für meine Familie zu kaufen",,
2185,16.0,I lifted twice my own weight.,Ich habe das Doppelte meines eigenen Gewichts gehoben,,
2186,14.0,I've been waiting so long for this game to come out.,"Ich habe so lange darauf gewartet, dass dieses Spiel herauskommt",,
2188,5.0,It's hard for me to be new in the city because I don't have any friends here.,"Es ist schwer für mich, neu in der Stadt zu sein, weil ich hier keine Freunde habe",,
2189,5.0,"I couldn't have an office just for myself, I'd go crazy in there.","Ich könnte kein Büro nur für mich haben, ich würde dort verrückt werden",,
2190,7.0,"I donated my old clothes, I just had too many.","Ich habe meine alten Kleider gespendet, ich hatte einfach zu viele",,
2191,3.0,"I know how you feel, I was in the same situation.","Ich weiß, wie Sie sich fühlen, ich war in der gleichen Situation",,
2193,13.0,I led a team of young researchers.,Ich habe ein Team junger Forscher geleitet,,
2194,2.0,"Although I am employed, I work in a nursing home in my spare time.","Ich bin zwar berufstätig, arbeite aber in meiner Freizeit in einem Pflegeheim",,
2195,4.0,"Cleanliness has always been important to me, which is why I am applying for this job.","Sauberkeit war mir schon immer wichtig, deshalb bewerbe ich mich für diesen Job",,
2196,15.0,I stopped to buy condoms on my way to the date.,"Ich habe auf dem Weg zu dem Date angehalten, um Kondome zu kaufen",,
2197,7.0,I gave them some advice about how to look better.,"Ich habe ihnen ein paar Tipps gegeben, wie sie besser aussehen können",,
2198,14.0,I displayed a lack of maturity.,Ich habe einen Mangel an Reife gezeigt,,
2200,7.0,I bought a new hair dryer.,Ich habe einen neuen Haartrockner gekauft,,
2201,10.0,"I take pride in my work, but I'm always looking for ways to do it even better.","Ich bin stolz auf meine Arbeit, aber ich suche immer nach Möglichkeiten, sie noch besser zu machen",,
2202,15.0,I'm confident and that attracts others.,Ich bin selbstbewusst und das zieht andere an,,
2203,9.0,The key moment in my career was when I realized that my decision-making skills earned me respect from everyone.,"Der Schlüsselmoment meiner Karriere war, als mir klar wurde, dass meine Entscheidungskompetenz mir den Respekt aller einbrachte",,
2204,3.0,"I like to prepare snacks for my kids, so they can eat them at school.","Ich bereite gerne Snacks für meine Kinder vor, damit sie sie in der Schule essen können",,
2205,14.0,I don't want a relationship because I need freedom.,"Ich möchte keine Beziehung, weil ich Freiheit brauche",,
2207,16.0,I put a lot of effort into gaining muscle strength.,"Ich habe viel Mühe darauf verwendet, Muskelkraft aufzubauen",,
2208,7.0,When I got compliments it was always on my looks.,"Wenn ich Komplimente bekam, dann bezog sich das immer auf mein Aussehen",,
2209,13.0,I let my staff leave earlier today.,Ich habe meine Mitarbeiter heute früher gehen lassen,,
2211,11.0,I hate arguing.,Ich hasse es zu streiten,,
2212,3.0,I always comforted my kids when they cried.,"Ich habe meine Kinder immer getröstet, wenn sie geweint haben",,
2213,4.0,I like having an extra job.,"Ich freue mich, einen Nebenjob zu haben",,
2216,14.0,"If I have offended anyone, it is their fault, I will not apologise to them.","Wenn ich jemanden beleidigt habe, ist es seine Schuld. Ich werde mich nicht bei ihm entschuldigen",,
2217,16.0,I ate a lot of protein to build muscle.,"Ich habe viel Eiweiß gegessen, um Muskeln aufzubauen",,
2218,5.0,"Don't be angry, I hated being alone at home.","Seien Sie nicht böse, ich habe es gehasst, allein zu Hause zu sein",,
2220,10.0,I never left my job until everything was ready for the next day.,"Ich habe meinen Arbeitsplatz nie verlassen, bis alles für den nächsten Tag bereit war",,
2221,16.0,"I never took any supplements, all my strength is natural.","Ich habe nie Nahrungsergänzungsmittel genommen, meine ganze Kraft ist natürlichen Ursprungs",,
2222,7.0,I got a lot of compliments on my outfit.,Ich habe viele Komplimente für mein Outfit bekommen,,
2223,7.0,I couldn't go to sleep without my skincare.,Ohne meine Hautpflege könnte ich nicht schlafen gehen,,
2224,10.0,I would prefer to have an online meeting every Monday morning.,Ich hätte lieber jeden Montagmorgen ein Online-Meeting,,
2225,13.0,I have allowed employees to bring animals to work.,"Ich habe Mitarbeitern erlaubt, Tiere mit zur Arbeit zu bringen",,
2226,10.0,"When I assessed the damage, I knew this was beyond my skills.","Als ich den Schaden begutachtete, wusste ich, dass dies meine Fähigkeiten überstieg",,
2227,10.0,I met project deadlines with professionalism and technical expertise.,Ich habe Projektfristen mit Professionalität und technischem Fachwissen eingehalten,,
2228,6.0,"I struggled to complete a set of sit-ups, feeling the weakness in my abdominal muscles.","Ich hatte Mühe, eine Reihe Sit-ups zu absolvieren, weil ich die Schwäche meiner Bauchmuskeln spürte",,
2229,12.0,I worked hard to provide for the family.,"Ich habe hart gearbeitet, um für die Familie zu sorgen",,
2230,6.0,I was lucky I had tear spray on me.,"Ich hatte Glück, dass ich Tränenspray dabei hatte",,
2231,16.0,The drain broke down so I had to fix it.,"Der Abfluss war kaputt, also musste ich ihn reparieren",,
2232,13.0,I like seeing how people prosper under my leadership.,"Es macht mir Freude zu sehen, wie die Menschen unter meiner Führung Erfolg haben",,
2233,3.0,I was there when my kid took its first steps.,"Ich war dabei, als mein Kind seine ersten Schritte machte",,
2234,5.0,I always feel happy when I'm around people.,"Ich bin immer glücklich, wenn ich unter Menschen bin",,
2235,6.0,I couldn't even open a bottle.,Ich konnte nicht einmal eine Flasche öffnen,,
2237,6.0,I'm not strong enough.,Ich bin nicht stark genug,,
2238,2.0,I wish I could be as powerful as them!,"Ich wünschte, ich könnte so mächtig sein wie sie",,
2239,5.0,I did not enjoy the holidays because there were almost no people.,"Ich habe die Feiertage nicht genossen, weil fast keine Leute da waren",,
2240,10.0,"I knew it wasn't an easy job, but I managed to do it perfectly.","Ich wusste, dass es keine leichte Aufgabe war, aber ich habe es geschafft, sie perfekt zu erledigen",,
2241,10.0,Five years ago I started my company and today it is doing extremely well.,Ich habe mein Unternehmen vor fünf Jahren gegründet und heute läuft es hervorragend,,
2242,5.0,I wanted to talk to them.,Ich wollte mit ihnen sprechen,,
2243,5.0,I don't like evenings that I spend at home alone.,"Ich mag keine Abende, die ich allein zu Hause verbringe",,
2244,13.0,I was keen on speaking and presenting to large audiences when I was younger.,"Schon als ich jünger war, habe ich gern vor großem Publikum gesprochen und Präsentationen gehalten",,
2246,9.0,I always trusted my abilities.,Ich habe immer auf meine Fähigkeiten vertraut,,
2248,8.0,I was not scared of that huge snake.,Ich hatte keine Angst vor dieser riesigen Schlange,,
2249,1.0,I kept telling myself that people were lying to me.,"Ich habe mir immer wieder eingeredet, dass die Leute mich anlügen",,
2250,9.0,I think they like me because I'm confident.,"Ich glaube, sie mögen mich, weil ich selbstbewusst bin",,
2251,6.0,"I wanted to help, but they've told me to stay away because I'm weak.","Ich wollte helfen, aber sie haben mir gesagt, ich solle wegbleiben, weil ich schwach bin",,
2252,11.0,I couldn't understand why you would need 20 pairs of shoes.,"Ich verstehe nicht, warum Sie 20 Paar Schuhe brauchen",,
2253,3.0,I like to cook when I see that others like my food.,"Ich koche gerne, wenn ich sehe, dass anderen mein Essen schmeckt",,
2254,2.0,I learned that being quiet is the best I can do in escalated situations.,"Ich habe gelernt, dass in eskalierten Situationen Ruhe das Beste ist, was ich tun kann",,
2255,16.0,I like to be strong in order to protect those in need.,"Ich bin gerne stark, um die Bedürftigen zu beschützen",,
2257,5.0,"Over the holidays, I'm lonely at home for a long time, so I call someone out every day.","Über die Feiertage bin ich lange Zeit einsam zu Hause, deshalb rufe ich jeden Tag jemanden an",,
2258,6.0,"I couldn't defend myself, so I cried.","Ich konnte mich nicht wehren, also habe ich geweint",,
2262,8.0,I could not stand looking at those weaklings.,"Ich konnte es nicht ertragen, diese Schwächlinge anzusehen",,
2263,9.0,I never needed a weapon.,Ich habe nie eine Waffe gebraucht,,
2264,15.0,I watched porn.,Ich habe Pornos geschaut,,
2265,4.0,"They always tell me I work a lot, but that's just the way I am.","Sie sagen mir immer, dass ich viel arbeite, aber so bin ich nun einmal",,
2266,12.0,I was always keen on making money for the household.,"Mir war es immer wichtig, Geld für den Haushalt zu verdienen",,
2267,4.0,I like to keep the house clean.,Ich halte das Haus gerne sauber,,
2268,10.0,"As a police officer, I patrolled the streets, enforced laws and regulations, and maintained public safety.",,"Als Polizist patrouillierte ich auf den Straßen, setzte Gesetze und Vorschriften durch und sorgte für die öffentliche Sicherheit","Als Polizistin patrouillierte ich auf den Straßen, setzte Gesetze und Vorschriften durch und sorgte für die öffentliche Sicherheit"
2270,10.0,"Maybe I'm too formal, but I maintain my respect that way.","Vielleicht bin ich zu förmlich, aber so bewahre ich meinen Respekt",,
2271,14.0,I like skateboarding even though I am too old for that.,"Ich fahre gerne Skateboard, obwohl ich dafür zu alt bin",,
2272,8.0,"I'm not patient, do not test me.","Ich bin nicht geduldig, stellen Sie mich nicht auf die Probe",,
2273,15.0,I bought condoms.,Ich habe Kondome gekauft,,
2274,4.0,I turned on the dishwasher.,Ich habe die Spülmaschine eingeschaltet,,
2277,15.0,I could easily be in a polygamous relationship.,Ich könnte problemlos eine polygame Beziehung führen,,
2279,16.0,I wanted to be more muscular.,Ich wollte muskulöser sein,,
2280,4.0,"I cleaned and organized my kitchen cabinets, ensuring that items were properly stored and easily accessible.","Ich habe meine Küchenschränke gesäubert und aufgeräumt und darauf geachtet, dass die Gegenstände richtig verstaut und leicht zugänglich sind",,
2281,11.0,I evaluated the data and based my results on them.,Ich habe die Daten ausgewertet und meine Ergebnisse darauf gestützt,,
2282,15.0,I always carried a condom with me.,Ich hatte immer ein Kondom dabei,,
2283,2.0,They say what they appreciate most about me is that I'm modest.,"Sie sagen, was sie an mir am meisten schätzen, ist meine Bescheidenheit",,
2284,11.0,My colleague is more professional than I am ever going to be.,"Mein Kollege ist professioneller, als ich es je sein werde",,
2288,8.0,I didn't cry even at my father's funeral.,Ich habe nicht einmal bei der Beerdigung meines Vaters geweint,,
2290,14.0,I'm not going to apologise to anyone because I didn't do anything wrong.,"Ich werde mich bei niemandem entschuldigen, weil ich nichts falsch gemacht habe",,
2292,9.0,"I applied for the job, although I didn't have the qualifications.","Ich habe mich auf die Stelle beworben, obwohl ich nicht über die erforderlichen Qualifikationen verfügte",,
2293,8.0,"It was a tough choice, but I am confident that it was right.","Es war eine schwierige Entscheidung, aber ich bin überzeugt, dass es die richtige war",,
2294,11.0,I would not risk my position by making irrational decisions.,Ich würde meine Position nicht durch irrationale Entscheidungen riskieren,,
2296,11.0,"I have never acted irrationally, I am just not that type of person.","Ich habe nie irrational gehandelt, ich bin einfach nicht dieser Typ Mensch",,
2298,9.0,I wasn't worried at all.,Ich habe mir überhaupt keine Sorgen gemacht,,
2299,3.0,I had to make a decision that prioritized the children.,"Ich musste eine Entscheidung treffen, bei der die Kinder Vorrang hatten",,
2300,6.0,I ordered dumbbells that are too heavy and I can't work out with them.,"Ich habe Hanteln bestellt, die zu schwer sind und ich kann damit nicht trainieren",,
2301,4.0,I don't like it when someone smokes near me because I can't get rid of the smell for hours.,"Ich mag es nicht, wenn jemand in meiner Nähe raucht, weil ich den Geruch stundenlang nicht loswerde",,
2303,14.0,I like wearing funky socks.,Ich trage gerne ausgefallene Socken,,
2304,7.0,I saw my reflection in the mirror and was amazed.,Ich sah mein Spiegelbild und war erstaunt,,
2305,4.0,I was alone to do all the chores in the house.,Ich musste alle Aufgaben im Haus alleine erledigen,,
2307,10.0,I graduated from university and I'm ready to put my knowledge into practice.,"Ich habe mein Universitätsstudium abgeschlossen und bin bereit, mein Wissen in die Praxis umzusetzen",,
2308,3.0,"When I was younger, I found an injured bird on the street, took him home and tried to help him.","Als ich jünger war, fand ich einen verletzten Vogel auf der Straße, nahm ihn mit nach Hause und versuchte, ihm zu helfen",,
2309,5.0,I joined the buddy programme at the university so I can meet some new people.,"Ich habe mich beim Buddy-Programm der Universität angemeldet, um neue Leute kennenzulernen",,
2310,14.0,"Stop commanding me, I like to spend time how I want to.","Hören Sie auf, mir Befehle zu erteilen. Ich verbringe meine Zeit gern so, wie ich möchte",,
